Id,dd,hu,td,t,ff,precip,month,number_sta,Ground_truth,ws,p3031,u10,v10,t2m,d2m,r,msl,t_3D_arpege,p3014_3D_arpege,r_3D_arpege,ws_3D_arpege,p3031_3D_arpege,u_3D_arpege,v_3D_arpege,w_3D_arpege,z_3D_arpege,lat,lon,height_sta
14066001_158,300.9166666666667,90.05,286.60041666666666,288.24708333333336,2.5500000000000003,0.2,6,14066001,0.0,3.455806096394857,307.1395670572917,2.6383015314737954,-1.7913950284322102,285.56370035807294,285.4111328125,99.00785319010416,102340.33333333331,288.65906479779414,286.6553308823529,81.40043370863971,4.389184390797334,303.34567440257354,2.5906753540039062,-3.387308457318474,-0.0741579672869514,1877.207950367647,49.334,-0.431,2.0
14066001_413,156.91666666666666,92.275,277.22375,278.39916666666664,1.95,0.2,2,14066001,0.2,2.484051068623861,210.94917805989584,0.8729377587636312,0.287527581055959,280.45166015625,279.48130289713544,93.65106201171876,103153.22916666669,281.5634765625,277.95751953125,58.47670611213236,7.302529727711397,175.05715762867646,-0.3808680141673368,7.127424352309284,0.1426639556884765,2044.011948529412,49.334,-0.431,2.0
14066001_207,240.95833333333331,77.77916666666667,285.49625,289.6066666666667,2.7245833333333334,0.2,7,14066001,0.0,3.394090016682943,255.70548502604169,2.150584856669108,-0.7621130148569742,289.6373291015625,286.8348795572917,83.76475016276042,102279.54166666669,288.0852481617647,286.5560087316176,84.95913516773896,4.85070666144876,290.56316061580884,4.265345405129826,-1.4781213648179,-0.0467890360776115,1890.304917279412,49.334,-0.431,2.0
14066001_503,308.75,92.24166666666667,282.96208333333334,284.20166666666665,4.929166666666666,11.1,5,14066001,3.2000000000000006,3.959870338439941,225.7944132486979,1.918382167816162,-1.4488426844278972,287.8795572916667,286.3465983072917,90.68015543619792,101674.89583333331,283.32384535845586,281.4709903492647,79.34555951286765,6.31378173828125,253.83048023897047,5.942706388585708,1.9001433428596048,0.0597543786553775,1138.972541360294,49.334,-0.431,2.0
14066001_175,243.79166666666663,82.52083333333333,286.02625,289.0841666666667,2.829166666666667,0.0,6,14066001,0.8000000000000002,3.277412414550781,191.829833984375,1.6092365582784016,-0.2850597103436788,288.2599690755208,286.2543538411458,87.88819376627605,101986.66666666669,287.5036190257353,285.9563419117647,84.257568359375,4.353418238022748,280.56560202205884,3.95761916216682,-1.0173054863424862,-0.0319215339772841,1670.2398897058824,49.334,-0.431,2.0
14066001_655,131.0,83.9125,284.9870833333334,287.7275,3.1975,0.2,10,14066001,0.6000000000000001,7.221365610758464,199.51318359375,1.852786699930827,6.366389592488607,292.9474690755208,286.90016682942706,68.24481201171875,101851.01041666669,288.2122300091912,286.3653205422794,82.46945369944854,5.445294997271369,191.86713005514707,0.1945419872508329,5.148078918457031,0.1278803348541259,929.869025735294,49.334,-0.431,2.0
14066001_576,226.375,74.28333333333333,286.3308333333334,291.40208333333334,4.958333333333333,1.4000000000000004,7,14066001,0.0,8.103321075439453,209.8378295898437,3.9863459269205728,7.002559661865234,293.7455647786458,289.2108764648437,75.34932454427083,100994.38541666669,289.33694278492646,286.71105238970586,75.58195226332721,4.974853066837087,184.0046817555147,2.638348747702206,2.221722097957836,0.0985721139346852,1119.4162454044117,49.334,-0.431,2.0
14066001_409,101.66666666666669,69.33333333333333,276.22166666666664,281.56666666666666,4.32,0.0,2,14066001,0.0,6.631888707478841,94.9901631673177,-6.378843943277995,-0.0751735766728719,277.00787353515625,274.1707763671875,81.67910766601562,101825.57291666669,280.92957261029414,279.0774931066176,77.0161491842831,9.04258009966682,153.4457576976103,-4.003279293284697,7.906794828527114,0.2445651222677791,1639.260799632353,49.334,-0.431,2.0
14066001_381,109.0,87.87083333333334,276.6383333333333,278.49291666666664,2.57375,2.6,1,14066001,0.2,7.669966379801433,303.20310465494794,3.819588979085287,-6.069758733113607,281.3851318359375,278.4986572265625,82.30928548177083,102415.6875,273.94436465992646,271.3661247702206,59.44736974379595,5.3742060941808365,102.1495361328125,-4.935849806841682,0.8509463141946232,0.048669348744785,2656.5960477941176,49.334,-0.431,2.0
14066001_675,188.375,71.64999999999999,277.0095833333333,282.0520833333333,2.58875,0.0,11,14066001,3.6,9.973373413085938,308.45237223307294,6.676616668701172,-5.62734858194987,283.9430745442708,277.6192220052083,65.52825419108073,101620.375,280.1907743566176,277.3444393382353,64.9050651999081,10.192828010110292,214.0740464154412,3.8473910163430607,6.662033081054688,0.158978686613195,1650.6099494485295,49.334,-0.431,2.0
14066001_717,124.16666666666669,87.02916666666665,278.33166666666665,280.42375,4.067083333333334,0.6000000000000001,12,14066001,0.2,5.542661031087239,254.878173828125,3.4583298365275064,1.2152849038441975,280.41489664713544,277.7961018880208,84.00755818684895,102550.11458333331,279.11911190257354,277.24755859375,74.9093879250919,2.4563603120691635,286.61443014705884,2.2402424531824447,-0.5207482506247127,0.0074233552988837,2870.0464154411766,49.334,-0.431,2.0
14066001_276,125.29166666666669,74.10324074074074,281.3751851851852,286.1060185185185,3.9275,0.0,10,14066001,0.0,5.043860117594401,124.65938313802084,-4.027099927266439,1.6241714159647624,286.7894490559896,281.39036051432294,71.76533508300781,102711.6875,285.59719669117646,281.2135799632353,56.11984791475184,5.66606678682215,115.5912726907169,-5.132575091193704,1.8540841270895565,0.0914153211257037,2194.9007352941176,49.334,-0.431,2.0
14066001_557,218.58333333333331,73.4875,286.2545833333333,291.475,5.222083333333333,0.0,7,14066001,0.2,6.292112986246745,278.3676147460937,5.567334493001302,-1.218741496404012,290.7477620442708,287.1986897786458,80.30047098795573,101142.08333333331,289.7648494944853,288.4551355698529,87.47275677849265,7.6649304558249085,176.15828929227942,2.7319306766285614,0.3534323748420266,0.034431212088641,1094.0452665441176,49.334,-0.431,2.0
14066001_31,235.75,82.12916666666668,282.03000000000003,285.0183333333334,7.185833333333334,0.0,2,14066001,6.000000000000001,10.243975321451822,239.42559814453125,8.677834192911783,5.044758478800456,284.5021158854167,281.5692545572917,82.18277994791667,102349.71875,283.1733972886029,282.21154067095586,88.65448357077206,14.0662940530216,243.87916475183823,12.526198443244486,6.072735505945542,0.2628247597638298,1887.7144990808824,49.334,-0.431,2.0
14066001_722,237.66666666666663,95.65833333333336,281.1629166666667,281.81958333333336,3.1520833333333336,0.2,12,14066001,0.2,4.287874539693196,244.7343953450521,3.887845675150553,1.6825253168741865,282.93316650390625,282.1625366210937,94.99753824869792,103746.32291666669,281.23170381433823,280.7555147058824,93.8699520335478,6.587711109834559,260.76588350183823,6.442280488855698,1.170507318833295,0.0516377687454223,2946.829963235294,49.334,-0.431,2.0
14066001_581,253.375,76.96898148148148,287.37444444444446,291.6089814814815,4.024166666666667,0.4000000000000001,8,14066001,0.0,7.161526362101237,238.62677001953125,5.742441813151042,3.432814915974935,292.0170491536458,287.742919921875,76.6821797688802,101254.375,290.6802332261029,287.4473230698529,71.49260397518383,7.147978838752298,242.8187327665441,6.018069547765395,3.3406318215762867,0.1142286412856158,1182.052619485294,49.334,-0.431,2.0
14066001_627,252.41666666666663,77.85833333333333,282.87625,286.8520833333333,2.8529166666666668,0.0,9,14066001,0.0,5.675224304199219,280.3351236979167,4.696860949198405,-1.3378225962320964,287.0509033203125,283.394287109375,78.8754170735677,101805.20833333331,287.2025505514706,283.83108340992646,67.13725011488971,6.5996098237879135,224.91064453125,4.173210144042969,4.463872572954963,0.1315810540143181,1750.148552389706,49.334,-0.431,2.0
14066001_260,323.9166666666667,77.92916666666666,285.575,289.47625,8.167083333333332,2.4000000000000004,9,14066001,0.0,9.47925313313802,331.6517333984375,4.421271324157715,-8.19233512878418,289.795654296875,285.378662109375,75.3214823404948,102031.65625,287.79285386029414,285.23805147058823,74.75147920496323,9.812356387867649,310.93551815257354,4.545634550206802,-8.444495705997243,-0.3340886340421788,1662.8893612132354,49.334,-0.431,2.0
14066001_679,279.0833333333333,81.16250000000001,281.5054166666667,284.75,6.8875,0.2,11,14066001,8.4,5.261292139689128,269.2959391276042,3.458791732788086,-0.0713171958923339,283.4538167317708,280.032958984375,80.38850911458333,102533.9375,284.8572208180147,283.9007352941176,89.42828728170956,12.007496553308824,245.2142405790441,11.140167236328123,0.599698683794807,-0.0077081497977761,1301.6344209558824,49.334,-0.431,2.0
14066001_237,248.45833333333331,85.56666666666666,290.39500000000004,292.9191666666666,2.1445833333333333,0.0,8,14066001,0.2,3.214120864868164,223.18575032552084,1.2938170433044434,-1.324422041575114,292.5143229166667,290.81005859375,89.91727701822917,101537.15625,293.57620059742646,290.3998161764706,74.56560920266544,3.180959140553194,236.24790326286765,0.9921046986299402,-1.9624411639045267,-0.0823192876927992,1265.0465303308824,49.334,-0.431,2.0
14066001_2,195.25,86.60416666666667,278.9975,281.10166666666663,5.430416666666667,11.7,1,14066001,0.6000000000000001,9.06707000732422,202.9183553059896,2.7035557428995767,7.95546023050944,281.7596638997396,278.853515625,82.01090494791667,99582.27083333331,281.18411075367646,279.6644933363971,84.43545352711396,9.3095505658318,195.6563218060662,1.8801069820628449,8.231149112477022,0.2854136018192066,-82.02369600183823,49.334,-0.431,2.0
14066001_233,258.3333333333333,71.74166666666666,284.96000000000004,290.26125,5.8075,0.0,8,14066001,0.0,8.028313318888346,263.422607421875,7.478705088297526,0.4929294188817342,290.798828125,285.6541748046875,72.15517171223958,102078.60416666669,289.20068359375,285.99773092830884,70.68324190027573,10.601811128504137,261.26881318933823,10.137565164005055,1.4546466154210709,0.0723255031249102,1656.044806985294,49.334,-0.431,2.0
14066001_51,232.79166666666663,87.4375,282.5204166666667,284.5579166666667,7.066666666666666,0.4000000000000001,2,14066001,7.5,9.030813852945965,241.5159098307292,7.876200358072917,4.19846757253011,284.1661376953125,282.2886555989583,88.24464925130208,101886.875,283.1517118566176,282.49968405330884,92.26336310891544,13.652741376091452,242.8527113970588,12.124960506663603,6.150048648609834,0.2488977207857019,1566.1779641544117,49.334,-0.431,2.0
14066001_251,257.5,67.075,285.11125,291.49,4.880416666666666,0.0,9,14066001,0.0,5.9997514088948565,248.3902587890625,4.549934387207031,-0.2094789544741312,291.8369140625,285.63043212890625,67.62833658854167,101449.36458333331,292.6304572610294,286.8596622242647,55.24968764361213,8.080943388097426,244.7241498161765,6.058530919692096,1.770494573256549,0.0640772581100463,1115.0611213235295,49.334,-0.431,2.0
14066001_480,200.33333333333331,57.5875,273.47541666666666,281.43541666666664,5.47,0.6000000000000001,4,14066001,1.8,3.781956354777018,248.0667521158854,2.424785296122233,-1.263339281082153,283.0081787109375,279.195556640625,78.00447082519531,101746.63541666669,287.39504825367646,283.0369370404412,58.899607938878674,8.323489918428308,215.3327205882353,4.478048885569853,6.543631160960478,0.2093626190634334,1014.1486672794116,49.334,-0.431,2.0
14066001_12,218.08333333333331,77.71249999999999,274.9816666666667,278.6345833333333,4.9825,0.0,1,14066001,4.4,8.130123138427734,235.2968953450521,6.101210276285808,3.0187708536783853,279.91587320963544,275.9648030598958,76.2818094889323,101653.25,278.4391659007353,276.23474839154414,70.70025275735294,10.386290606330425,253.71053538602945,8.564740349264707,1.8772264368393845,0.0293994510875028,1383.6839384191176,49.334,-0.431,2.0
14066001_18,149.45833333333334,87.65416666666665,269.7025,271.50916666666666,1.30625,0.0,1,14066001,0.2,2.8617979685465493,124.17006429036458,-2.0739466349283853,1.5499531428019206,274.2137451171875,270.0772705078125,72.38698832194011,101581.16666666669,271.4601045496324,270.2616325827206,79.07200712316177,2.9534463321461395,113.33689252068017,-2.366954130284926,1.2194643581614777,0.0300134946318233,1202.6117876838234,49.334,-0.431,2.0
14066001_179,211.04166666666663,81.62083333333334,285.7925,289.1025,3.644166666666667,0.2,6,14066001,0.6000000000000001,4.7624867757161455,210.8232421875,3.647558848063151,2.0558347702026367,288.6241861979167,285.8314819335937,83.67820739746094,101622.82291666669,287.7975068933824,285.21021943933823,74.88595760569854,6.554887210621553,243.03966567095588,5.764934764188879,2.694256502039292,0.0740215497858384,1441.7954963235295,49.334,-0.431,2.0
14066001_522,262.1666666666667,76.24583333333334,282.14125,286.3545833333333,8.905833333333334,8.3,6,14066001,0.0,7.283629735310872,201.1709798177084,2.0801966985066733,6.757274627685547,288.68310546875,283.35205078125,72.27999369303386,100934.67708333331,286.21154067095586,283.30221737132354,70.62363568474265,9.670402975643382,254.89932789522047,9.076520134420957,1.9497175777659697,0.093392014503479,1303.9183134191176,49.334,-0.431,2.0
14066001_44,128.95833333333334,81.77083333333333,276.25666666666666,279.2675,5.6241666666666665,2.8000000000000007,2,14066001,0.2,7.146748224894206,150.2304484049479,-1.0123631954193115,-4.257823626200358,279.635986328125,276.59592692057294,81.51573181152344,99369.48958333331,276.58082490808823,278.3763212316176,89.97876694623162,6.1831817626953125,204.9037080652573,0.527346274432014,-4.089359956629136,-0.2154983772951013,3508.560661764706,49.334,-0.431,2.0
14066001_372,231.0,88.75833333333333,276.79375,278.5208333333333,4.51875,1.4000000000000004,1,14066001,2.2,3.030944506327311,173.64457194010416,-0.3242608706156413,2.8498147328694663,274.9434000651042,272.891845703125,86.4351298014323,103753.9375,281.0376551011029,280.8910558363971,97.99748678768384,5.289178736069623,311.12649356617646,3.783607482910156,-3.501114340389476,-0.1028205226449405,2636.3414522058824,49.334,-0.431,2.0
14066001_565,219.0,72.04583333333333,290.0291666666667,295.39208333333335,4.426666666666667,0.0,7,14066001,0.0,7.496294657389323,78.60606384277344,-5.078512191772461,-3.289698282877604,293.248291015625,289.86480712890625,81.0238037109375,101247.625,290.44996553308823,287.26461971507354,71.62163229549633,7.693332447725184,238.31313189338235,6.021711461684284,2.9794894947725186,0.1253876265357522,857.3473690257352,49.334,-0.431,2.0
14066001_656,159.125,90.34166666666664,287.1020833333333,288.73833333333334,1.6408333333333334,0.6000000000000001,10,14066001,10.9,4.120994567871094,127.17694091796876,-1.806941827138265,0.1984148820241292,288.1682535807292,284.880615234375,80.97103881835938,101958.72916666669,288.5164292279412,286.5967371323529,83.96283318014706,5.926814808565028,163.40968232996323,0.0209926717421587,5.0723975686466,0.178536948035745,540.248046875,49.334,-0.431,2.0
14066001_373,256.9166666666667,95.90833333333336,281.8904166666667,282.5266666666667,2.185416666666667,2.2000000000000006,1,14066001,2.2,5.787522633870442,234.2610880533854,4.465707143147786,3.0024379094441733,278.49395751953125,276.6097819010417,87.6439717610677,103417.0,280.13103170955884,279.6116153492647,93.37672334558825,8.69185234518612,251.6857192095588,7.68747756060432,2.7642261280733,0.0956222730524399,2034.9234834558824,49.334,-0.431,2.0
14066001_701,141.66666666666666,81.34583333333333,276.6958333333333,279.7575,3.04625,0.2,12,14066001,0.2,12.3033078511556,83.50539143880208,-1.7880929311116536,-12.00511678059896,280.8287760416667,275.58160400390625,69.52079264322917,101829.33333333331,280.21484375,278.88479434742646,82.68913717830883,7.484876744887408,301.5919404871324,5.850525799919577,-3.2004004085765168,-0.2392211240880629,2203.044806985294,49.334,-0.431,2.0
14066001_457,211.75,91.77083333333331,280.32166666666666,281.62,1.6529166666666668,0.2,4,14066001,0.0,3.894564946492513,181.7066853841146,1.3149277369181316,2.371959845225016,283.41111246744794,280.6418050130208,83.17991129557292,101212.09375,287.39504825367646,283.0369370404412,58.899607938878674,8.323489918428308,215.3327205882353,4.478048885569853,6.543631160960478,0.2093626190634334,1014.1486672794116,49.334,-0.431,2.0
14066001_172,192.25,92.34166666666664,288.565,289.83625,2.2616666666666667,2.8000000000000003,6,14066001,8.100000000000001,2.7725486755371094,186.710693359375,0.2447859247525533,0.0949499011039733,288.3422037760417,287.17392985026044,92.74761962890624,101896.4375,288.64832261029414,287.85656020220586,92.37783633961396,4.231199376723346,215.7162655101103,2.433345121495864,1.0461696175967945,0.0579226192306069,1538.8894761029412,49.334,-0.431,2.0
14066001_355,183.125,84.40833333333333,278.0704166666667,280.55875,4.718333333333333,6.3,12,14066001,1.2000000000000002,7.142936706542969,198.8201090494792,2.1537062327067056,6.745969772338867,280.5769449869792,278.2779134114583,85.40537516276042,102374.65625,281.4781135110294,278.0707146139706,61.83240464154412,8.662945915670957,170.11598115808823,-1.6463795830221737,8.379706887637868,0.1811354861539953,1560.911994485294,49.334,-0.431,2.0
14066001_337,88.125,71.3875,275.09541666666667,279.97583333333336,5.9125000000000005,0.0,12,14066001,0.0,7.012823740641276,96.14937337239584,-6.726482391357422,0.2867996493975321,279.515625,276.3264567057292,80.5423075358073,102171.41666666669,277.14596737132354,273.56267233455884,50.869334501378674,3.290512084960937,142.86688591452207,-1.1631146599264706,1.6330514795639937,0.0451073015437406,2694.8460477941176,49.334,-0.431,2.0
14066001_59,74.375,68.60833333333333,273.62083333333334,278.9841666666667,5.73875,0.0,2,14066001,1.3999999999999997,6.305942535400391,74.94579060872395,-3.841646830240885,-3.7122376759847007,279.0341389973958,274.40952555338544,72.41866048177083,102539.29166666669,276.6104377297794,274.2093864889706,66.29029756433823,8.83164888269761,92.51296099494483,-5.931892395019531,-5.610708348891315,-0.1284616133745978,1980.1778492647056,49.334,-0.431,2.0
14066001_421,208.04166666666663,71.8875,275.8991666666667,280.8075,4.965833333333333,0.0,2,14066001,0.0,7.1092071533203125,289.36962890625,4.898538271586101,-3.5296529134114585,280.2029622395833,274.6806030273437,68.1240743001302,101764.32291666669,283.0159409466912,281.4775390625,82.33401309742646,10.254931281594668,219.4665096507353,6.482147216796875,7.8543602438534,0.2751829764422248,979.5551470588236,49.334,-0.431,2.0
14066001_435,129.25,83.99583333333334,281.171712962963,283.81583333333333,2.236666666666667,0.2,3,14066001,3.4,3.4801241556803384,113.98197428385416,-2.758382797241211,0.9133729934692384,283.410888671875,282.1913248697917,92.37089029947916,102459.72916666669,282.9672277113971,282.376953125,93.23842486213236,6.395711113424862,276.6688017003676,5.663311677820542,-1.2318349726059858,-0.040977351805743,1206.4330193014705,49.334,-0.431,2.0
14066001_531,274.8333333333333,79.47916666666667,286.85875000000004,290.5416666666667,4.339166666666666,0.0,6,14066001,0.2,3.9802424112955728,111.68032836914062,-2.476801554361979,-1.7259472211201985,290.19140625,287.071533203125,81.97548929850261,101574.02083333331,286.6652401194853,284.40090762867646,77.23963120404412,6.248737110811121,299.5153377757353,5.2969871969784,-2.517098819508272,-0.0636095650055829,2101.309512867647,49.334,-0.431,2.0
14066001_551,62.16666666666666,82.89999999999999,289.30458333333337,292.31666666666666,3.99875,0.0,7,14066001,0.0,3.3778692881266275,104.6171162923177,-1.0702048937479656,-1.242181936899821,288.8667399088542,287.3900960286458,91.15903727213542,102097.89583333331,295.8782456341912,292.42629825367646,73.77534036075367,5.1618028528550095,201.6356703814338,-0.1842008478501264,1.6582799799302046,0.0375078846426571,1166.4431295955883,49.334,-0.431,2.0
